,YEAR,MONTH,DAY,STID,TMIN (F)
2256,2008,9,3,NRMN,59.68
2257,2008,9,4,NRMN,58.48
2258,2008,9,5,NRMN,58.71
2259,2008,9,6,NRMN,61.65
2260,2008,9,7,NRMN,65.12
2261,2008,9,8,NRMN,65.01
2262,2008,9,9,NRMN,59.65
2263,2008,9,10,NRMN,67.62
2264,2008,9,11,NRMN,69.87
2265,2008,9,12,NRMN,73.58
2266,2008,9,13,NRMN,69.17
2267,2008,9,14,NRMN,56.08
2268,2008,9,15,NRMN,49.6
2269,2008,9,16,NRMN,46.42
2270,2008,9,17,NRMN,48.79
2271,2008,9,18,NRMN,53.87
2272,2008,9,19,NRMN,50.77
2273,2008,9,20,NRMN,54.97
2274,2008,9,21,NRMN,61.29
2275,2008,9,22,NRMN,64.88
2276,2008,9,23,NRMN,65.52
2277,2008,9,24,NRMN,63.79
2278,2008,9,25,NRMN,58.15
2279,2008,9,26,NRMN,58.06
2280,2008,9,27,NRMN,57.9
2281,2008,9,28,NRMN,56.52
2282,2008,9,29,NRMN,54.63
2283,2008,9,30,NRMN,50.76
2284,2008,10,1,NRMN,48.38
2285,2008,10,2,NRMN,50.04
2286,2008,10,3,NRMN,57.33
2287,2008,10,4,NRMN,59.9
2288,2008,10,5,NRMN,63.68
2289,2008,10,6,NRMN,60.26
2290,2008,10,7,NRMN,47.03
2291,2008,10,8,NRMN,43.15
2292,2008,10,9,NRMN,53.58
2293,2008,10,10,NRMN,57.02
2294,2008,10,11,NRMN,62.04
2295,2008,10,12,NRMN,64.45
2296,2008,10,13,NRMN,55.27
2297,2008,10,14,NRMN,54.19
2298,2008,10,15,NRMN,51.21
2299,2008,10,16,NRMN,43.62
2300,2008,10,17,NRMN,39.28
2301,2008,10,18,NRMN,45.18
2302,2008,10,19,NRMN,51.44
2303,2008,10,20,NRMN,52.43
2304,2008,10,21,NRMN,50.81
2305,2008,10,22,NRMN,41.83
2306,2008,10,23,NRMN,40.88
2307,2008,10,24,NRMN,34.69
2308,2008,10,25,NRMN,36.79
2309,2008,10,26,NRMN,44.97
2310,2008,10,27,NRMN,28.95
2311,2008,10,28,NRMN,29.2
2312,2008,10,29,NRMN,40.98
2313,2008,10,30,NRMN,48.4
2314,2008,10,31,NRMN,49.77
2315,2008,11,1,NRMN,43.33
2316,2008,11,2,NRMN,43.5
2317,2008,11,3,NRMN,56.75
2318,2008,11,4,NRMN,57.06
2319,2008,11,5,NRMN,55.42
2320,2008,11,6,NRMN,42.5
2321,2008,11,7,NRMN,35.18
2322,2008,11,8,NRMN,37.32
2323,2008,11,9,NRMN,31.42
2324,2008,11,10,NRMN,47.8
2325,2008,11,11,NRMN,43.06
2326,2008,11,12,NRMN,39.19
2327,2008,11,13,NRMN,40.82
2328,2008,11,14,NRMN,43.07
2329,2008,11,15,NRMN,30.57
2330,2008,11,16,NRMN,30.99
2331,2008,11,17,NRMN,37.19
2332,2008,11,18,NRMN,33.45
2333,2008,11,19,NRMN,42.98
2334,2008,11,20,NRMN,33.85
2335,2008,11,21,NRMN,22.57
2336,2008,11,22,NRMN,29.36
2337,2008,11,23,NRMN,37.21
2338,2008,11,24,NRMN,32.26
2339,2008,11,25,NRMN,37.03
2340,2008,11,26,NRMN,37.76
2341,2008,11,27,NRMN,31.71
2342,2008,11,28,NRMN,40.94
2343,2008,11,29,NRMN,35.92
2344,2008,11,30,NRMN,31.2
2345,2008,12,1,NRMN,30.26
2346,2008,12,2,NRMN,30.14
2347,2008,12,3,NRMN,28.78
2348,2008,12,4,NRMN,24.23
2349,2008,12,5,NRMN,22.17
2350,2008,12,6,NRMN,29.41
2351,2008,12,7,NRMN,28.31
2352,2008,12,8,NRMN,48.31
2353,2008,12,9,NRMN,24.73
2354,2008,12,10,NRMN,17.92
2355,2008,12,11,NRMN,18.22
2356,2008,12,12,NRMN,28.8
2357,2008,12,13,NRMN,48.13
2358,2008,12,14,NRMN,18.2
2359,2008,12,15,NRMN,14.49
2360,2008,12,16,NRMN,15.55
2361,2008,12,17,NRMN,26.3
2362,2008,12,18,NRMN,34.67
2363,2008,12,19,NRMN,33.23
2364,2008,12,20,NRMN,17.33
2365,2008,12,21,NRMN,9.81
2366,2008,12,22,NRMN,12.4
2367,2008,12,23,NRMN,27.19
2368,2008,12,24,NRMN,25.22
2369,2008,12,25,NRMN,28.32
2370,2008,12,26,NRMN,59.49
2371,2008,12,27,NRMN,29.36
2372,2008,12,28,NRMN,25.41
2373,2008,12,29,NRMN,30.45
2374,2008,12,30,NRMN,41.4
2375,2008,12,31,NRMN,28.14
2376,2009,1,1,NRMN,29.13
2377,2009,1,2,NRMN,27.78
2378,2009,1,3,NRMN,31.03
2379,2009,1,4,NRMN,23.56
2380,2009,1,5,NRMN,23.51
2381,2009,1,6,NRMN,24.71
2382,2009,1,7,NRMN,25.62
2383,2009,1,8,NRMN,31.94
2384,2009,1,9,NRMN,35.69
2385,2009,1,10,NRMN,21.92
2386,2009,1,11,NRMN,21.29
2387,2009,1,12,NRMN,30.0
2388,2009,1,13,NRMN,19.16
2389,2009,1,14,NRMN,24.77
2390,2009,1,15,NRMN,14.56
2391,2009,1,16,NRMN,12.13
2392,2009,1,17,NRMN,27.31
2393,2009,1,18,NRMN,31.99
2394,2009,1,19,NRMN,35.8
2395,2009,1,20,NRMN,29.66
2396,2009,1,21,NRMN,28.14
2397,2009,1,22,NRMN,27.88
2398,2009,1,23,NRMN,29.79
2399,2009,1,24,NRMN,18.94
2400,2009,1,25,NRMN,24.37
2401,2009,1,26,NRMN,22.56
2402,2009,1,27,NRMN,17.86
2403,2009,1,28,NRMN,9.93
2404,2009,1,29,NRMN,21.01
2405,2009,1,30,NRMN,25.23
2406,2009,1,31,NRMN,26.54
2407,2009,2,1,NRMN,36.96
2408,2009,2,2,NRMN,22.76
2409,2009,2,3,NRMN,26.2
2410,2009,2,4,NRMN,20.4
2411,2009,2,5,NRMN,34.13
2412,2009,2,6,NRMN,48.87
2413,2009,2,7,NRMN,56.48
2414,2009,2,8,NRMN,55.4
2415,2009,2,9,NRMN,48.65
2416,2009,2,10,NRMN,41.34
2417,2009,2,11,NRMN,40.54
2418,2009,2,12,NRMN,39.94
2419,2009,2,13,NRMN,33.88
2420,2009,2,14,NRMN,30.08
2421,2009,2,15,NRMN,27.5
2422,2009,2,16,NRMN,27.17
2423,2009,2,17,NRMN,45.57
2424,2009,2,18,NRMN,37.18
2425,2009,2,19,NRMN,24.26
2426,2009,2,20,NRMN,32.48
2427,2009,2,21,NRMN,25.69
2428,2009,2,22,NRMN,22.34
2429,2009,2,23,NRMN,40.01
2430,2009,2,24,NRMN,44.8
2431,2009,2,25,NRMN,41.77
2432,2009,2,26,NRMN,52.68
2433,2009,2,27,NRMN,29.42
2434,2009,2,28,NRMN,25.02
2435,2009,3,1,NRMN,20.08
2436,2009,3,2,NRMN,23.29
2437,2009,3,3,NRMN,37.92
2438,2009,3,4,NRMN,44.29
2439,2009,3,5,NRMN,58.19
2440,2009,3,6,NRMN,51.46
2441,2009,3,7,NRMN,61.83
2442,2009,3,8,NRMN,40.1
2443,2009,3,9,NRMN,54.66
2444,2009,3,10,NRMN,37.27
2445,2009,3,11,NRMN,29.28
2446,2009,3,12,NRMN,30.7
2447,2009,3,13,NRMN,35.09
2448,2009,3,14,NRMN,37.35
2449,2009,3,15,NRMN,36.52
2450,2009,3,16,NRMN,43.12
2451,2009,3,17,NRMN,52.07
2452,2009,3,18,NRMN,55.44
2453,2009,3,19,NRMN,48.87
2454,2009,3,20,NRMN,50.56
2455,2009,3,21,NRMN,54.23
2456,2009,3,22,NRMN,55.22
2457,2009,3,23,NRMN,59.16
2458,2009,3,24,NRMN,44.43
2459,2009,3,25,NRMN,38.77
2460,2009,3,26,NRMN,41.7
2461,2009,3,27,NRMN,29.98
2462,2009,3,28,NRMN,30.66
2463,2009,3,29,NRMN,27.53
2464,2009,3,30,NRMN,46.4
2465,2009,3,31,NRMN,34.42
2466,2009,4,1,NRMN,42.78
2467,2009,4,2,NRMN,34.73
2468,2009,4,3,NRMN,28.52
2469,2009,4,4,NRMN,49.68
2470,2009,4,5,NRMN,37.94
2471,2009,4,6,NRMN,30.73
2472,2009,4,7,NRMN,24.74
2473,2009,4,8,NRMN,37.17
2474,2009,4,9,NRMN,48.9
2475,2009,4,10,NRMN,43.7
2476,2009,4,11,NRMN,35.34
2477,2009,4,12,NRMN,47.39
2478,2009,4,13,NRMN,41.47
2479,2009,4,14,NRMN,37.21
2480,2009,4,15,NRMN,50.59
2481,2009,4,16,NRMN,54.81
2482,2009,4,17,NRMN,54.72
2483,2009,4,18,NRMN,49.01
2484,2009,4,19,NRMN,47.55
2485,2009,4,20,NRMN,41.65
2486,2009,4,21,NRMN,44.51
2487,2009,4,22,NRMN,52.12
2488,2009,4,23,NRMN,65.5
2489,2009,4,24,NRMN,64.29
2490,2009,4,25,NRMN,67.12
2491,2009,4,26,NRMN,60.67
2492,2009,4,27,NRMN,53.55
2493,2009,4,28,NRMN,50.79
2494,2009,4,29,NRMN,60.66
2495,2009,4,30,NRMN,58.26
2496,2009,5,1,NRMN,51.66
2497,2009,5,2,NRMN,50.7
2498,2009,5,3,NRMN,52.93
2499,2009,5,4,NRMN,48.2
2500,2009,5,5,NRMN,55.89
2501,2009,5,6,NRMN,59.29
2502,2009,5,7,NRMN,61.5
2503,2009,5,8,NRMN,70.66
2504,2009,5,9,NRMN,58.06
2505,2009,5,10,NRMN,54.07
2506,2009,5,11,NRMN,52.84
2507,2009,5,12,NRMN,56.93
2508,2009,5,13,NRMN,65.7
2509,2009,5,14,NRMN,62.08
2510,2009,5,15,NRMN,59.95
2511,2009,5,16,NRMN,51.4
2512,2009,5,17,NRMN,46.94
2513,2009,5,18,NRMN,51.35
2514,2009,5,19,NRMN,53.8
2515,2009,5,20,NRMN,55.92
2516,2009,5,21,NRMN,56.93
2517,2009,5,22,NRMN,61.72
2518,2009,5,23,NRMN,64.53
2519,2009,5,24,NRMN,62.73
2520,2009,5,25,NRMN,61.93
2521,2009,5,26,NRMN,59.43
2522,2009,5,27,NRMN,54.59
2523,2009,5,28,NRMN,50.7
2524,2009,5,29,NRMN,53.31
2525,2009,5,30,NRMN,61.41
2526,2009,5,31,NRMN,61.43
2527,2009,6,1,NRMN,69.53
2528,2009,6,2,NRMN,65.5
2529,2009,6,3,NRMN,64.31
2530,2009,6,4,NRMN,54.28
2531,2009,6,5,NRMN,56.59
2532,2009,6,6,NRMN,65.08
2533,2009,6,7,NRMN,73.06
2534,2009,6,8,NRMN,71.22
2535,2009,6,9,NRMN,71.76
2536,2009,6,10,NRMN,62.37
2537,2009,6,11,NRMN,62.2
2538,2009,6,12,NRMN,70.84
2539,2009,6,13,NRMN,70.48
2540,2009,6,14,NRMN,68.58
2541,2009,6,15,NRMN,70.86
2542,2009,6,16,NRMN,77.38
2543,2009,6,17,NRMN,74.55
2544,2009,6,18,NRMN,74.97
2545,2009,6,19,NRMN,78.22
2546,2009,6,20,NRMN,77.09
2547,2009,6,21,NRMN,78.37
2548,2009,6,22,NRMN,75.31
2549,2009,6,23,NRMN,74.95
2550,2009,6,24,NRMN,70.59
2551,2009,6,25,NRMN,72.5
2552,2009,6,26,NRMN,72.61
2553,2009,6,27,NRMN,75.7
2554,2009,6,28,NRMN,71.35
2555,2009,6,29,NRMN,64.2
2556,2009,6,30,NRMN,67.89
2557,2009,7,1,NRMN,67.8
2558,2009,7,2,NRMN,69.94
2559,2009,7,3,NRMN,75.49
2560,2009,7,4,NRMN,71.96
2561,2009,7,5,NRMN,68.5
2562,2009,7,6,NRMN,64.04
2563,2009,7,7,NRMN,64.83
2564,2009,7,8,NRMN,73.26
2565,2009,7,9,NRMN,73.65
2566,2009,7,10,NRMN,78.19
2567,2009,7,11,NRMN,77.45
2568,2009,7,12,NRMN,79.12
2569,2009,7,13,NRMN,78.46
2570,2009,7,14,NRMN,78.94
2571,2009,7,15,NRMN,79.07
2572,2009,7,16,NRMN,68.68
2573,2009,7,17,NRMN,69.1
2574,2009,7,18,NRMN,63.7
2575,2009,7,19,NRMN,64.65
2576,2009,7,20,NRMN,68.81
2577,2009,7,21,NRMN,69.91
2578,2009,7,22,NRMN,62.2
2579,2009,7,23,NRMN,59.79
2580,2009,7,24,NRMN,68.59
2581,2009,7,25,NRMN,71.69
2582,2009,7,26,NRMN,73.58
2583,2009,7,27,NRMN,69.33
2584,2009,7,28,NRMN,68.94
2585,2009,7,29,NRMN,68.23
2586,2009,7,30,NRMN,67.95
2587,2009,7,31,NRMN,62.46
2588,2009,8,1,NRMN,71.51
2589,2009,8,2,NRMN,66.38
2590,2009,8,3,NRMN,70.23
2591,2009,8,4,NRMN,72.34
2592,2009,8,5,NRMN,71.91
2593,2009,8,6,NRMN,69.19
2594,2009,8,7,NRMN,75.2
2595,2009,8,8,NRMN,75.85
2596,2009,8,9,NRMN,75.38
2597,2009,8,10,NRMN,68.07
2598,2009,8,11,NRMN,67.96
2599,2009,8,12,NRMN,67.06
2600,2009,8,13,NRMN,67.3
2601,2009,8,14,NRMN,68.83
2602,2009,8,15,NRMN,74.66
2603,2009,8,16,NRMN,76.44
2604,2009,8,17,NRMN,75.13
2605,2009,8,18,NRMN,65.8
2606,2009,8,19,NRMN,65.41
2607,2009,8,20,NRMN,66.24
2608,2009,8,21,NRMN,60.89
2609,2009,8,22,NRMN,65.68
2610,2009,8,23,NRMN,67.12
2611,2009,8,24,NRMN,70.59
2612,2009,8,25,NRMN,70.45
2613,2009,8,26,NRMN,68.72
2614,2009,8,27,NRMN,67.78
2615,2009,8,28,NRMN,64.69
2616,2009,8,29,NRMN,61.2
2617,2009,8,30,NRMN,59.83
2618,2009,8,31,NRMN,57.04
2619,2009,9,1,NRMN,59.86
2620,2009,9,2,NRMN,66.33
2621,2009,9,3,NRMN,62.24
2622,2009,9,4,NRMN,64.31
2623,2009,9,5,NRMN,64.99
2624,2009,9,6,NRMN,64.35
2625,2009,9,7,NRMN,67.84
2626,2009,9,8,NRMN,71.46
2627,2009,9,9,NRMN,70.95
2628,2009,9,10,NRMN,68.38
2629,2009,9,11,NRMN,68.11
2630,2009,9,12,NRMN,67.95
2631,2009,9,13,NRMN,63.36
2632,2009,9,14,NRMN,62.87
2633,2009,9,15,NRMN,66.54
2634,2009,9,16,NRMN,64.76
2635,2009,9,17,NRMN,64.17
2636,2009,9,18,NRMN,65.75
2637,2009,9,19,NRMN,63.91
2638,2009,9,20,NRMN,59.59
2639,2009,9,21,NRMN,64.08
2640,2009,9,22,NRMN,50.68
2641,2009,9,23,NRMN,48.16
2642,2009,9,24,NRMN,48.81
2643,2009,9,25,NRMN,48.54
2644,2009,9,26,NRMN,55.69
2645,2009,9,27,NRMN,59.94
2646,2009,9,28,NRMN,51.01
2647,2009,9,29,NRMN,46.21
2648,2009,9,30,NRMN,58.14
2649,2009,10,1,NRMN,53.71
2650,2009,10,2,NRMN,44.31
2651,2009,10,3,NRMN,41.79
2652,2009,10,4,NRMN,54.5
2653,2009,10,5,NRMN,53.85
2654,2009,10,6,NRMN,48.25
2655,2009,10,7,NRMN,43.32
2656,2009,10,8,NRMN,48.72
2657,2009,10,9,NRMN,41.05
2658,2009,10,10,NRMN,36.97
2659,2009,10,11,NRMN,38.81
2660,2009,10,12,NRMN,49.84
2661,2009,10,13,NRMN,56.3
2662,2009,10,14,NRMN,49.37
2663,2009,10,15,NRMN,45.56
2664,2009,10,16,NRMN,41.0
2665,2009,10,17,NRMN,41.78
2666,2009,10,18,NRMN,39.58
2667,2009,10,19,NRMN,53.91
2668,2009,10,20,NRMN,59.31
2669,2009,10,21,NRMN,56.62
2670,2009,10,22,NRMN,42.83
2671,2009,10,23,NRMN,39.74
2672,2009,10,24,NRMN,35.87
2673,2009,10,25,NRMN,51.42
2674,2009,10,26,NRMN,44.68
2675,2009,10,27,NRMN,36.87
2676,2009,10,28,NRMN,49.51
2677,2009,10,29,NRMN,45.92
2678,2009,10,30,NRMN,42.42
2679,2009,10,31,NRMN,36.51
2680,2009,11,1,NRMN,46.58
2681,2009,11,2,NRMN,42.05
2682,2009,11,3,NRMN,40.57
2683,2009,11,4,NRMN,47.57
2684,2009,11,5,NRMN,44.24
2685,2009,11,6,NRMN,55.72
2686,2009,11,7,NRMN,54.86
2687,2009,11,8,NRMN,53.46
2688,2009,11,9,NRMN,53.65
2689,2009,11,10,NRMN,48.94
2690,2009,11,11,NRMN,48.6
2691,2009,11,12,NRMN,48.47
2692,2009,11,13,NRMN,54.95
2693,2009,11,14,NRMN,51.12
2694,2009,11,15,NRMN,42.53
2695,2009,11,16,NRMN,38.65
2696,2009,11,17,NRMN,35.46
2697,2009,11,18,NRMN,28.39
2698,2009,11,19,NRMN,43.79
2699,2009,11,20,NRMN,49.98
2700,2009,11,21,NRMN,48.94
2701,2009,11,22,NRMN,39.91
2702,2009,11,23,NRMN,36.45
2703,2009,11,24,NRMN,35.11
2704,2009,11,25,NRMN,29.37
2705,2009,11,26,NRMN,27.43
2706,2009,11,27,NRMN,37.66
2707,2009,11,28,NRMN,43.48
2708,2009,11,29,NRMN,39.94
2709,2009,11,30,NRMN,30.11
2710,2009,12,1,NRMN,29.24
2711,2009,12,2,NRMN,33.46
2712,2009,12,3,NRMN,21.86
2713,2009,12,4,NRMN,16.95
2714,2009,12,5,NRMN,22.37
2715,2009,12,6,NRMN,32.47
2716,2009,12,7,NRMN,26.02
2717,2009,12,8,NRMN,20.98
2718,2009,12,9,NRMN,13.64
2719,2009,12,10,NRMN,11.03
2720,2009,12,11,NRMN,18.87
2721,2009,12,12,NRMN,34.89
2722,2009,12,13,NRMN,38.67
2723,2009,12,14,NRMN,22.49
2724,2009,12,15,NRMN,17.04
2725,2009,12,16,NRMN,17.28
2726,2009,12,17,NRMN,29.2
2727,2009,12,18,NRMN,30.45
2728,2009,12,19,NRMN,24.25
2729,2009,12,20,NRMN,25.42
2730,2009,12,21,NRMN,26.42
2731,2009,12,22,NRMN,47.46
2732,2009,12,23,NRMN,36.57
2733,2009,12,24,NRMN,20.53
2734,2009,12,25,NRMN,16.95
2735,2009,12,26,NRMN,23.01
2736,2009,12,27,NRMN,20.52
2737,2009,12,28,NRMN,18.72
2738,2009,12,29,NRMN,22.13
2739,2009,12,30,NRMN,31.5
2740,2009,12,31,NRMN,21.62
2741,2010,1,1,NRMN,17.83
2742,2010,1,2,NRMN,17.58
2743,2010,1,3,NRMN,21.96
2744,2010,1,4,NRMN,19.66
2745,2010,1,5,NRMN,23.98
2746,2010,1,6,NRMN,21.06
2747,2010,1,7,NRMN,11.77
2748,2010,1,8,NRMN,6.31
2749,2010,1,9,NRMN,6.08
2750,2010,1,10,NRMN,7.57
2751,2010,1,11,NRMN,26.09
2752,2010,1,12,NRMN,20.28
2753,2010,1,13,NRMN,31.35
2754,2010,1,14,NRMN,44.93
2755,2010,1,15,NRMN,42.96
2756,2010,1,16,NRMN,41.15
2757,2010,1,17,NRMN,33.53
2758,2010,1,18,NRMN,35.63
2759,2010,1,19,NRMN,31.36
2760,2010,1,20,NRMN,35.03
2761,2010,1,21,NRMN,39.35
2762,2010,1,22,NRMN,34.9
2763,2010,1,23,NRMN,41.24
2764,2010,1,24,NRMN,34.47
2765,2010,1,25,NRMN,30.87
2766,2010,1,26,NRMN,25.88
2767,2010,1,27,NRMN,43.12
2768,2010,1,28,NRMN,28.25
2769,2010,1,29,NRMN,19.33
2770,2010,1,30,NRMN,18.51
2771,2010,1,31,NRMN,21.54
2772,2010,2,1,NRMN,26.36
2773,2010,2,2,NRMN,29.9
2774,2010,2,3,NRMN,28.12
2775,2010,2,4,NRMN,34.81
2776,2010,2,5,NRMN,35.4
2777,2010,2,6,NRMN,32.01
2778,2010,2,7,NRMN,34.02
2779,2010,2,8,NRMN,23.92
2780,2010,2,9,NRMN,19.62
2781,2010,2,10,NRMN,21.32
2782,2010,2,11,NRMN,30.59
2783,2010,2,12,NRMN,30.22
2784,2010,2,13,NRMN,29.03
2785,2010,2,14,NRMN,28.16
2786,2010,2,15,NRMN,23.86
2787,2010,2,16,NRMN,22.61
2788,2010,2,17,NRMN,21.62
2789,2010,2,18,NRMN,30.48
2790,2010,2,19,NRMN,42.11
2791,2010,2,20,NRMN,37.87
2792,2010,2,21,NRMN,31.02
2793,2010,2,22,NRMN,28.78
2794,2010,2,23,NRMN,25.7
2795,2010,2,24,NRMN,20.14
2796,2010,2,25,NRMN,33.01
2797,2010,2,26,NRMN,31.4
2798,2010,2,27,NRMN,26.9
2799,2010,2,28,NRMN,34.47
2800,2010,3,1,NRMN,35.75
2801,2010,3,2,NRMN,27.69
2802,2010,3,3,NRMN,25.22
2803,2010,3,4,NRMN,32.81
2804,2010,3,5,NRMN,45.75
2805,2010,3,6,NRMN,51.4
2806,2010,3,7,NRMN,49.91
2807,2010,3,8,NRMN,47.84
2808,2010,3,9,NRMN,43.72
2809,2010,3,10,NRMN,36.6
2810,2010,3,11,NRMN,36.17
2811,2010,3,12,NRMN,37.97
2812,2010,3,13,NRMN,37.92
2813,2010,3,14,NRMN,34.32
2814,2010,3,15,NRMN,44.81
2815,2010,3,16,NRMN,36.3
2816,2010,3,17,NRMN,33.27
2817,2010,3,18,NRMN,29.39
2818,2010,3,19,NRMN,35.13
2819,2010,3,20,NRMN,28.63
2820,2010,3,21,NRMN,26.96
2821,2010,3,22,NRMN,26.53
2822,2010,3,23,NRMN,43.97
2823,2010,3,24,NRMN,47.3
2824,2010,3,25,NRMN,40.02
2825,2010,3,26,NRMN,34.89
2826,2010,3,27,NRMN,44.35
2827,2010,3,28,NRMN,38.43
2828,2010,3,29,NRMN,34.27
2829,2010,3,30,NRMN,50.9
2830,2010,3,31,NRMN,59.16
2831,2010,4,1,NRMN,60.75
2832,2010,4,2,NRMN,47.68
2833,2010,4,3,NRMN,40.35
2834,2010,4,4,NRMN,59.16
2835,2010,4,5,NRMN,66.65
2836,2010,4,6,NRMN,54.55
2837,2010,4,7,NRMN,39.65
2838,2010,4,8,NRMN,35.46
2839,2010,4,9,NRMN,43.42
2840,2010,4,10,NRMN,52.27
2841,2010,4,11,NRMN,57.49
2842,2010,4,12,NRMN,59.31
2843,2010,4,13,NRMN,56.64
2844,2010,4,14,NRMN,57.07
2845,2010,4,15,NRMN,58.1
2846,2010,4,16,NRMN,53.69
2847,2010,4,17,NRMN,51.12
2848,2010,4,18,NRMN,47.43
2849,2010,4,19,NRMN,47.28
2850,2010,4,20,NRMN,42.0
2851,2010,4,21,NRMN,53.96
2852,2010,4,22,NRMN,60.33
2853,2010,4,23,NRMN,60.42
2854,2010,4,24,NRMN,54.95
2855,2010,4,25,NRMN,52.56
2856,2010,4,26,NRMN,46.42
2857,2010,4,27,NRMN,39.82
2858,2010,4,28,NRMN,48.63
2859,2010,4,29,NRMN,61.95
2860,2010,4,30,NRMN,54.05
2861,2010,5,1,NRMN,50.77
2862,2010,5,2,NRMN,52.77
2863,2010,5,3,NRMN,44.95
2864,2010,5,4,NRMN,47.46
2865,2010,5,5,NRMN,56.93
2866,2010,5,6,NRMN,55.51
2867,2010,5,7,NRMN,53.6
2868,2010,5,8,NRMN,44.44
2869,2010,5,9,NRMN,53.87
2870,2010,5,10,NRMN,54.68
2871,2010,5,11,NRMN,52.75
2872,2010,5,12,NRMN,71.4
2873,2010,5,13,NRMN,51.53
2874,2010,5,14,NRMN,54.9
2875,2010,5,15,NRMN,58.37
2876,2010,5,16,NRMN,58.37
2877,2010,5,17,NRMN,54.77
2878,2010,5,18,NRMN,53.8
2879,2010,5,19,NRMN,59.16
2880,2010,5,20,NRMN,57.56
2881,2010,5,21,NRMN,55.33
2882,2010,5,22,NRMN,70.93
2883,2010,5,23,NRMN,72.21
2884,2010,5,24,NRMN,70.32
2885,2010,5,25,NRMN,65.59
2886,2010,5,26,NRMN,65.08
2887,2010,5,27,NRMN,63.43
2888,2010,5,28,NRMN,64.8
2889,2010,5,29,NRMN,62.53
2890,2010,5,30,NRMN,69.12
2891,2010,5,31,NRMN,63.72
2892,2010,6,1,NRMN,69.73
2893,2010,6,2,NRMN,71.55
2894,2010,6,3,NRMN,67.89
2895,2010,6,4,NRMN,69.31
2896,2010,6,5,NRMN,71.01
2897,2010,6,6,NRMN,73.6
2898,2010,6,7,NRMN,70.02
2899,2010,6,8,NRMN,75.51
2900,2010,6,9,NRMN,70.43
2901,2010,6,10,NRMN,71.31
2902,2010,6,11,NRMN,73.08
2903,2010,6,12,NRMN,75.4
2904,2010,6,13,NRMN,76.42
2905,2010,6,14,NRMN,65.86
2906,2010,6,15,NRMN,64.11
2907,2010,6,16,NRMN,73.2
2908,2010,6,17,NRMN,74.89
2909,2010,6,18,NRMN,76.69
2910,2010,6,19,NRMN,76.21
2911,2010,6,20,NRMN,76.28
2912,2010,6,21,NRMN,74.44
2913,2010,6,22,NRMN,75.11
2914,2010,6,23,NRMN,73.63
2915,2010,6,24,NRMN,74.35
2916,2010,6,25,NRMN,72.5
2917,2010,6,26,NRMN,74.64
2918,2010,6,27,NRMN,74.5
2919,2010,6,28,NRMN,68.23
2920,2010,6,29,NRMN,69.87
2921,2010,6,30,NRMN,68.54
2922,2010,7,1,NRMN,70.59
2923,2010,7,2,NRMN,73.02
2924,2010,7,3,NRMN,71.29
2925,2010,7,4,NRMN,72.43
2926,2010,7,5,NRMN,74.14
2927,2010,7,6,NRMN,73.04
2928,2010,7,7,NRMN,71.02
2929,2010,7,8,NRMN,72.86
2930,2010,7,9,NRMN,71.55
2931,2010,7,10,NRMN,69.53
2932,2010,7,11,NRMN,71.2
2933,2010,7,12,NRMN,70.23
2934,2010,7,13,NRMN,74.59
2935,2010,7,14,NRMN,76.8
2936,2010,7,15,NRMN,77.23
2937,2010,7,16,NRMN,77.54
2938,2010,7,17,NRMN,77.79
2939,2010,7,18,NRMN,75.0
2940,2010,7,19,NRMN,75.6
2941,2010,7,20,NRMN,76.44
2942,2010,7,21,NRMN,75.88
2943,2010,7,22,NRMN,75.69
2944,2010,7,23,NRMN,76.71
2945,2010,7,24,NRMN,76.48
2946,2010,7,25,NRMN,71.04
2947,2010,7,26,NRMN,70.27
2948,2010,7,27,NRMN,69.4
2949,2010,7,28,NRMN,71.31
2950,2010,7,29,NRMN,72.48
2951,2010,7,30,NRMN,73.18
2952,2010,7,31,NRMN,75.56
2953,2010,8,1,NRMN,76.77
2954,2010,8,2,NRMN,76.42
2955,2010,8,3,NRMN,76.05
2956,2010,8,4,NRMN,75.45
2957,2010,8,5,NRMN,77.23
2958,2010,8,6,NRMN,71.47
2959,2010,8,7,NRMN,75.36
2960,2010,8,8,NRMN,77.41
2961,2010,8,9,NRMN,77.07
2962,2010,8,10,NRMN,76.62
2963,2010,8,11,NRMN,76.28
2964,2010,8,12,NRMN,77.67
2965,2010,8,13,NRMN,80.13
2966,2010,8,14,NRMN,78.35
2967,2010,8,15,NRMN,74.86
2968,2010,8,16,NRMN,72.61
2969,2010,8,17,NRMN,76.51
2970,2010,8,18,NRMN,72.34
2971,2010,8,19,NRMN,70.39
2972,2010,8,20,NRMN,78.53
2973,2010,8,21,NRMN,77.9
2974,2010,8,22,NRMN,74.66
2975,2010,8,23,NRMN,74.71
2976,2010,8,24,NRMN,71.6
2977,2010,8,25,NRMN,64.35
2978,2010,8,26,NRMN,56.68
2979,2010,8,27,NRMN,57.11
2980,2010,8,28,NRMN,65.03
2981,2010,8,29,NRMN,73.29
2982,2010,8,30,NRMN,73.6
2983,2010,8,31,NRMN,75.76
2984,2010,9,1,NRMN,72.37
2985,2010,9,2,NRMN,66.18
2986,2010,9,3,NRMN,56.86
2987,2010,9,4,NRMN,51.01
2988,2010,9,5,NRMN,60.31
2989,2010,9,6,NRMN,71.71
2990,2010,9,7,NRMN,71.82
